set_name,set_topic,set_id,question_type,difficulty,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,created_at
Thời trang & Lối sống,Fashion & Lifestyle,22f818d3-1f48-5757-b61c-4f2ef155e0cb,meaning,advanced,The relationship between 'sustainable fashion' and 'fast fashion' is best described as:,complementary concepts that work together,synonymous terms with identical meanings,contradictory approaches to clothing production and consumption,unrelated phenomena in different industries,C,"'Sustainable fashion' (thời trang bền vững) và 'fast fashion' (thời trang nhanh) là hai cách tiếp cận mâu thuẫn nhau về sản xuất quần áo. Sustainable tập trung vào tính bền vững, fast fashion tập trung vào sản xuất nhanh.",2026-06-04T07:13:10.199973+00:00
Thời trang & Lối sống,Fashion & Lifestyle,22f818d3-1f48-5757-b61c-4f2ef155e0cb,meaning,advanced,Which statement best reflects the concept of a 'capsule wardrobe' - ,Having many clothes but wearing only a few regularly,"Owning a small, curated collection of versatile pieces that maximize outfit combinations",Purchasing new clothes every season to follow the latest trends,Collecting vintage pieces from different decades and fashion eras,B,"'Capsule wardrobe' là việc sở hữu một bộ sưu tập nhỏ gọn, được chọn lọc cẩn thận với các item đa năng để tối đa hóa kết hợp trang phục. B là đáp án chính xác.",2026-06-04T07:13:10.199973+00:00
Thời trang & Lối sống,Fashion & Lifestyle,22f818d3-1f48-5757-b61c-4f2ef155e0cb,meaning,advanced,Which of the following best describes the term 'sartorial' in fashion contexts?,Relating to mass-produced clothing sold in department stores,Concerning the art of tailoring and refined dressing with sophisticated taste,Describing clothing that is comfortable but lacks style,Referring to seasonal fashion trends that change rapidly,B,Sartorial liên quan đến nghề may mặc và phong cách ăn mặc tinh tế. Đáp án A sai vì không nhấn mạnh khía cạnh 'refined taste'; C sai vì sartorial ngược lại với thiếu phong cách; D sai vì không liên quan đến xu hướng tạm thời.,2026-06-07T22:01:18.338387+00:00
Thời trang & Lối sống,Fashion & Lifestyle,22f818d3-1f48-5757-b61c-4f2ef155e0cb,fill_blank,intermediate,"The designer's use of _____ in the collection—combining silk, cotton, and linen—creates both durability and breathability.",silhouette,drape,fabric composition,embellishment,C,Fabric composition là thành phần vật liệu của vải. Silhouette là hình dáng tổng thể; drape là cách vải rơi; embellishment là chi tiết trang trí—không phù hợp với ngữ cảnh về sợi vải.,2026-06-07T22:01:18.338387+00:00
Thời trang & Lối sống,Fashion & Lifestyle,22f818d3-1f48-5757-b61c-4f2ef155e0cb,meaning,intermediate,What is the primary advantage of choosing a garment with good drape?,It requires less frequent washing and maintenance,"It creates an elegant, flowing appearance that flatters the body",It is always more affordable than stiff fabrics,It prevents wrinkles from forming during storage,B,"Drape tốt tạo ra vẻ ngoài thanh lịch, chảy mượt mà. A sai vì không liên quan đến bảo trì; C sai vì giá không phụ thuộc vào drape; D sai vì drape không ngăn chặn nhăn.",2026-06-07T22:01:18.338387+00:00
Thời trang & Lối sống,Fashion & Lifestyle,22f818d3-1f48-5757-b61c-4f2ef155e0cb,synonym,intermediate,A bespoke suit differs from ready-made clothing primarily in that it is _____ to the client's exact measurements and preferences.,mass-produced,custom-made,discounted,imported,B,Bespoke = custom-made (được làm riêng theo yêu cầu). A sai vì bespoke là ngược lại của mass-produced; C và D không liên quan đến định nghĩa của bespoke.,2026-06-07T22:01:18.338387+00:00
Thời trang & Lối sống,Fashion & Lifestyle,22f818d3-1f48-5757-b61c-4f2ef155e0cb,meaning,intermediate,Which statement best explains why a white button-down shirt is considered a versatile piece?,It is the most expensive item in any wardrobe,It can be styled in multiple ways and paired with various outfits for different occasions,It is only suitable for formal business environments,It requires special care and professional dry cleaning,B,Versatile piece là trang phục có thể kết hợp với nhiều bộ trang phục khác nhau. A sai vì giá không liên quan; C sai vì nó dùng được cho cả casual lẫn formal; D sai vì không phải tất cả button-down đều cần dry cleaning.,2026-06-07T22:01:18.338387+00:00
Thời trang & Lối sống,Fashion & Lifestyle,22f818d3-1f48-5757-b61c-4f2ef155e0cb,fill_blank,advanced,The designer's autumn palette of jewel tones and earthy neutrals demonstrates a commitment to _____ that appeals to a sophisticated audience.,mass production,aesthetic coherence and visual harmony,rapid trend-chasing,budget-conscious design,B,"Palette (bộ màu sắc) được chọn cẩn thận thể hiện sự nhất quán thẩm mỹ. A sai vì không liên quan đến lựa chọn màu sắc; C sai vì palette được lên kế hoạch, không phải theo xu hướng tạm thời; D sai vì không liên quan đến chi phí.",2026-06-07T22:01:18.338387+00:00
Phrasal Verbs về Sức Khỏe,Health,2718ba25-b2fb-4060-90ec-b208c625e58d,fill_blank,intermediate,He's been working too much and is starting to ______.,build up,take up,run down,make up,C,"'Run down' means to become weak or tired, which is a consequence of working too much.",2026-06-07T19:29:12.673536+00:00
Phrasal Verbs về Sức Khỏe,Health,2718ba25-b2fb-4060-90ec-b208c625e58d,meaning,intermediate,What does it mean to 'come round' in a health context - ,To feel sick,To start exercising,To regain consciousness,To reduce sugar intake,C,'Come round' means to regain consciousness after fainting or being unconscious.,2026-06-07T19:29:12.673536+00:00
Phrasal Verbs về Sức Khỏe,Health,2718ba25-b2fb-4060-90ec-b208c625e58d,synonym,intermediate,Which phrasal verb is a synonym for 'recover from' an illness - ,come down with,throw up,get over,pass out,C,'Get over' is a common synonym for 'recover from' an illness.,2026-06-07T19:29:12.673536+00:00
Phrasal Verbs về Sức Khỏe,Health,2718ba25-b2fb-4060-90ec-b208c625e58d,fill_blank,intermediate,"If your body is not functioning correctly, it might be ______.",working out,acting up,taking off,looking up,B,"'Act up' means to behave badly or not work correctly, often used for body parts or machines.",2026-06-07T19:29:12.673536+00:00
Phrasal Verbs về Sức Khỏe,Health,2718ba25-b2fb-4060-90ec-b208c625e58d,meaning,basic,Which phrasal verb means to start a new healthy habit?,cut down on,take up,get through,check up on,B,"'Take up' means to start a new hobby or activity, like a healthy habit.",2026-06-07T19:29:12.673536+00:00
Phrasal Verbs về Sức Khỏe,Health,2718ba25-b2fb-4060-90ec-b208c625e58d,fill_blank,intermediate,The doctor advised him to ______ fatty foods.,build up,take off,cut out,come round,C,"'Cut out' means to eliminate or stop consuming something, especially unhealthy food.",2026-06-07T19:29:12.673536+00:00
Phrasal Verbs về Sức Khỏe,Health,2718ba25-b2fb-4060-90ec-b208c625e58d,meaning,intermediate,Which phrasal verb means to decrease or become less?,build up,fall off,look after,make up,B,"'Fall off' means to decrease or become less, often used for levels or amounts.",2026-06-07T19:29:12.673536+00:00
Phrasal Verbs về Sức Khỏe,Health,2718ba25-b2fb-4060-90ec-b208c625e58d,fill_blank,intermediate,She needs to ______ for the sleep she lost during the week.,take over,make up,get by,fall through,B,"'Make up' means to compensate for something, like lost sleep.",2026-06-07T19:29:12.673536+00:00
Phrasal Verbs về Sức Khỏe,Health,2718ba25-b2fb-4060-90ec-b208c625e58d,meaning,basic,Which phrasal verb means to become unconscious?,come round,pass out,get over,throw up,B,'Pass out' means to faint or lose consciousness.,2026-06-07T19:29:12.673536+00:00
Phrasal Verbs về Sức Khỏe,Health,2718ba25-b2fb-4060-90ec-b208c625e58d,fill_blank,basic,"If you are trying to reduce your intake of unhealthy food, you should ______.",cut down on,build up,look after,take up,A,"'Cut down on' means to reduce the amount of something, which is appropriate for unhealthy food.",2026-06-07T19:29:12.673536+00:00
Phrasal Verbs về Sức Khỏe,Health,2718ba25-b2fb-4060-90ec-b208c625e58d,antonym,basic,What is the opposite of 'put on weight'?,get over,run down,lose weight,act up,C,'Lose weight' is the direct opposite of 'put on weight'.,2026-06-07T19:29:12.673536+00:00
Phrasal Verbs về Sức Khỏe,Health,2718ba25-b2fb-4060-90ec-b208c625e58d,fill_blank,intermediate,The effects of the medicine will ______ after a few hours.,wear off,fall through,take over,check up on,A,"'Wear off' means to gradually disappear or become less strong, which fits the context of medicine effects.",2026-06-07T19:29:12.673536+00:00
Phrasal Verbs về Sức Khỏe,Health,2718ba25-b2fb-4060-90ec-b208c625e58d,meaning,basic,Which phrasal verb means to recover from an illness?,come down with,get over,throw up,pass out,B,'Get over' means to recover from an illness or a difficult experience.,2026-06-07T19:29:12.673536+00:00
Phrasal Verbs về Sức Khỏe,Health,2718ba25-b2fb-4060-90ec-b208c625e58d,meaning,advanced,What is the meaning of 'break down' when referring to a person's mental state?,To become physically strong,To become emotionally upset and unable to cope,To recover from a minor illness,To start a new diet,B,'Break down' in this context means to become emotionally overwhelmed and unable to function.,2026-06-07T19:29:12.673536+00:00
Phrasal Verbs về Sức Khỏe,Health,2718ba25-b2fb-4060-90ec-b208c625e58d,meaning,basic,Which phrasal verb means to take care of someone?,check up on,look after,get through,come down with,B,'Look after' means to take care of someone or something.,2026-06-07T19:29:12.673536+00:00
Phrasal Verbs về Sức Khỏe,Health,2718ba25-b2fb-4060-90ec-b208c625e58d,fill_blank,basic,The doctor will ______ your progress next month.,throw up,pass out,check up on,get over,C,'Check up on' means to examine or monitor someone's progress or condition.,2026-06-07T19:29:12.673536+00:00
Phrasal Verbs về Sức Khỏe,Health,2718ba25-b2fb-4060-90ec-b208c625e58d,meaning,intermediate,Which phrasal verb means to survive a difficult period?,fall through,come down with,get through,take over,C,'Get through' means to survive or overcome a difficult period or experience.,2026-06-07T19:29:12.673536+00:00
Phrasal Verbs về Sức Khỏe,Health,2718ba25-b2fb-4060-90ec-b208c625e58d,fill_blank,intermediate,"If a plan fails to happen, it ______.",works out,falls through,builds up,looks up,B,'Fall through' means to fail to be completed or to happen.,2026-06-07T19:29:12.673536+00:00
Phrasal Verbs về Sức Khỏe,Health,2718ba25-b2fb-4060-90ec-b208c625e58d,meaning,basic,Which phrasal verb means to vomit?,pass out,throw up,come round,get over,B,'Throw up' is a common phrasal verb for vomiting.,2026-06-07T19:29:12.673536+00:00
Phrasal Verbs về Sức Khỏe,Health,2718ba25-b2fb-4060-90ec-b208c625e58d,fill_blank,basic,He decided to ______ yoga to improve his flexibility.,cut down on,take off,take up,run down,C,'Take up' means to start a new activity or hobby.,2026-06-07T19:29:12.673536+00:00
Phrasal Verbs về Sức Khỏe,Health,2718ba25-b2fb-4060-90ec-b208c625e58d,synonym,intermediate,Which phrasal verb means to improve?,fall off,break down,look up,act up,C,"'Look up' means to improve, often used for situations or health.",2026-06-07T19:29:12.673536+00:00
Phrasal Verbs về Sức Khỏe,Health,2718ba25-b2fb-4060-90ec-b208c625e58d,fill_blank,advanced,It's hard to ______ without enough money for basic necessities.,look after,get through,get by,take over,C,"'Get by' means to manage to live or cope with difficulty, often financially.",2026-06-07T19:29:12.673536+00:00
Phrasal Verbs về Sức Khỏe,Health,2718ba25-b2fb-4060-90ec-b208c625e58d,meaning,basic,Which phrasal verb means to stop functioning?,build up,break down,clear up,work out,B,"'Break down' means to stop working, usually referring to machines or vehicles.",2026-06-07T19:29:12.673536+00:00
Phrasal Verbs về Sức Khỏe,Health,2718ba25-b2fb-4060-90ec-b208c625e58d,fill_blank,intermediate,The doctor hopes the patient's condition will ______ soon.,fall off,wear off,clear up,take up,C,'Clear up' means to become healthy again or for a problem to be resolved.,2026-06-07T19:29:12.673536+00:00
Phrasal Verbs về Sức Khỏe,Health,2718ba25-b2fb-4060-90ec-b208c625e58d,meaning,basic,Which phrasal verb means to postpone?,take off,put off,make up,run down,B,'Put off' means to postpone or delay something.,2026-06-07T19:29:12.673536+00:00
Phrasal Verbs về Sức Khỏe,Health,2718ba25-b2fb-4060-90ec-b208c625e58d,fill_blank,intermediate,He ______ his father in terms of his calm personality.,looks after,takes after,checks up on,gets through,B,'Take after' means to resemble an older relative.,2026-06-07T19:29:12.673536+00:00
Đồng nghĩa & Trái nghĩa theo ngữ cảnh,Synonyms & Antonyms in Context,28522e31-3296-54ea-8164-eebe7a02228b,fill_blank,basic,The old building's condition continued to _______ due to lack of maintenance and harsh weather.,deteriorate,vindicate,suppress,circumvent,A,Deteriorate (xấu đi) là động từ phù hợp để miêu tả sự suy giảm chất lượng của tòa nhà. Các option khác không phù hợp về nghĩa.,2026-06-03T23:14:36.769965+00:00
Đồng nghĩa & Trái nghĩa theo ngữ cảnh,Synonyms & Antonyms in Context,28522e31-3296-54ea-8164-eebe7a02228b,synonym,basic,Which word is a synonym for 'METICULOUS' in the context of careful and precise work?,Careless,Fastidious,Hasty,Negligent,B,"Fastidious (tỉ mỉ, cẩn thận) là từ đồng nghĩa với meticulous. Các option khác đều là antonym.",2026-06-03T23:14:36.769965+00:00
Đồng nghĩa & Trái nghĩa theo ngữ cảnh,Synonyms & Antonyms in Context,28522e31-3296-54ea-8164-eebe7a02228b,fill_blank,basic,The manager was praised for her _______ approach to solving problems—she focused on practical solutions rather than theoretical ideals.,pragmatic,transient,complacent,ephemeral,A,Pragmatic (thực tế) phù hợp với context về giải pháp thực tế. Các option khác không liên quan đến cách tiếp cận vấn đề.,2026-06-03T23:14:36.769965+00:00
Đồng nghĩa & Trái nghĩa theo ngữ cảnh,Synonyms & Antonyms in Context,28522e31-3296-54ea-8164-eebe7a02228b,antonym,basic,What is the opposite of 'CANDID' in terms of communication?,Honest,Deceptive,Direct,Sincere,B,"Candid có nghĩa là trung thực, thẳng thắn. Deceptive (lừa dối) là antonym. Các option khác là synonym.",2026-06-03T23:14:36.769965+00:00
Đồng nghĩa & Trái nghĩa theo ngữ cảnh,Synonyms & Antonyms in Context,28522e31-3296-54ea-8164-eebe7a02228b,fill_blank,intermediate,"The _______ nature of the improvement meant it wouldn't last long, so they needed to implement permanent solutions.",benign,meticulous,ephemeral,perspicacious,C,"Ephemeral (thoáng qua, ngắn ngủi) phù hợp với ý nghĩa không kéo dài lâu. Transient cũng có thể nhưng ephemeral tự nhiên hơn.",2026-06-03T23:14:36.769965+00:00
Đồng nghĩa & Trái nghĩa theo ngữ cảnh,Synonyms & Antonyms in Context,28522e31-3296-54ea-8164-eebe7a02228b,meaning,intermediate,Which word BEST matches the meaning of 'to make unclear or hard to understand'?,Clarify,Obscure,Illuminate,Explain,B,"Obscure có nghĩa là làm mờ đi, làm khó hiểu. Các option khác đều có nghĩa ngược lại (làm rõ).",2026-06-03T23:14:36.769965+00:00
Đồng nghĩa & Trái nghĩa theo ngữ cảnh,Synonyms & Antonyms in Context,28522e31-3296-54ea-8164-eebe7a02228b,fill_blank,intermediate,The government tried to _______ the scandal by refusing to release official documents.,vindicate,suppress,benign,circumvent,B,"Suppress (ngăn chặn, che giấu) phù hợp với context che giấu scandal. Circumvent (vòng tránh) có thể gây nhầm lẫn nhưng suppress chính xác hơn.",2026-06-03T23:14:36.769965+00:00
Đồng nghĩa & Trái nghĩa theo ngữ cảnh,Synonyms & Antonyms in Context,28522e31-3296-54ea-8164-eebe7a02228b,fill_blank,advanced,The auditor's _______ analysis of the financial records revealed several critical errors that had been overlooked.,perspicacious,transient,complacent,contentious,A,"Perspicacious (có cái nhìn sâu sắc, thông minh) phù hợp với phân tích kỹ lưỡng. Meticulous cũng có thể nhưng perspicacious nhấn mạnh trí tuệ.",2026-06-03T23:14:36.769965+00:00
Đồng nghĩa & Trái nghĩa theo ngữ cảnh,Synonyms & Antonyms in Context,28522e31-3296-54ea-8164-eebe7a02228b,antonym,intermediate,What is an antonym of 'BENIGN' when describing a medical condition or threat?,Harmless,Friendly,Malignant,Safe,C,"Benign (lành tính) có antonym là malignant (ác tính). Các option a, b, d đều là synonym hoặc gần nghĩa.",2026-06-03T23:14:36.769965+00:00
Đồng nghĩa & Trái nghĩa theo ngữ cảnh,Synonyms & Antonyms in Context,28522e31-3296-54ea-8164-eebe7a02228b,collocation,intermediate,The politician's _______ and brief speech left the audience uncertain about his actual position on the issue.,candid and succinct,obscure and succinct,meticulous and benign,pragmatic and transient,B,Obscure (mờ ạo) và succinct (ngắn gọn) phù hợp—bài phát biểu ngắn nhưng không rõ ràng. Candid sẽ trái nghĩa.,2026-06-03T23:14:36.769965+00:00
Đồng nghĩa & Trái nghĩa theo ngữ cảnh,Synonyms & Antonyms in Context,28522e31-3296-54ea-8164-eebe7a02228b,word_form,intermediate,"The COMPLACENT attitude of the team led to their _______ in the championship, proving they needed to be more diligent.",vindication,deterioration,suppression,circumvention,B,Deterioration (sự suy thoái) phù hợp—thái độ tự mãn dẫn đến suy giảm hiệu suất. Được dùng ở dạng word_form từ deteriorate.,2026-06-03T23:14:36.769965+00:00
Đồng nghĩa & Trái nghĩa theo ngữ cảnh,Synonyms & Antonyms in Context,28522e31-3296-54ea-8164-eebe7a02228b,fill_blank,advanced,The court's decision to _______ the defendant of all charges meant that his reputation was finally restored after years of false accusations.,suppress,circumvent,vindicate,obscure,C,"Vindicate (xóa bỏ tội danh, minh oan) là động từ chính xác—khôi phục danh dự sau cáo buộc. Các option khác không phù hợp.",2026-06-03T23:14:36.769965+00:00
Đồng nghĩa & Trái nghĩa theo ngữ cảnh,Synonyms & Antonyms in Context,28522e31-3296-54ea-8164-eebe7a02228b,fill_blank,advanced,The speaker's _______ response to the difficult question demonstrated both wisdom and careful consideration of all perspectives.,contentious,perspicacious,ephemeral,transient,B,"Perspicacious (thông thái, sâu sắc) phù hợp với response chứng tỏ sự sáng suốt. Meticulous cũng khả thi nhưng perspicacious tốt hơn về mặt nhân vật.",2026-06-03T23:14:36.769965+00:00
Đồng nghĩa & Trái nghĩa theo ngữ cảnh,Synonyms & Antonyms in Context,28522e31-3296-54ea-8164-eebe7a02228b,fill_blank,intermediate,The government's new regulations aim to _____ the spread of misinformation on social media platforms.,proliferate,curtail,amplify,diverge,B,Curtail (hạn chế) là từ đúng vì ngữ cảnh nói về việc giảm bớt sự lan rộng của thông tin sai lệch. Proliferate (nhân rộng) và amplify (tăng cường) có nghĩa ngược lại. Diverge (tách ra) không phù hợp về mặt ngữ pháp và ý nghĩa.,2026-06-07T21:54:06.844122+00:00
Đồng nghĩa & Trái nghĩa theo ngữ cảnh,Synonyms & Antonyms in Context,28522e31-3296-54ea-8164-eebe7a02228b,synonym,advanced,Which of the following words is most similar in meaning to 'substantiate' in the context of academic research?,refute,corroborate,incriminate,obfuscate,B,Corroborate (xác nhận bằng bằng chứng bổ sung) là đồng nghĩa gần nhất với substantiate (cung cấp bằng chứng). Refute (bác bỏ) là trái nghĩa. Incriminate (buộc tội) và obfuscate (làm mờ đi) không liên quan.,2026-06-07T21:54:06.844122+00:00
Đồng nghĩa & Trái nghĩa theo ngữ cảnh,Synonyms & Antonyms in Context,28522e31-3296-54ea-8164-eebe7a02228b,fill_blank,intermediate,"The economic policies of the two nations have _____ significantly, with one prioritizing growth while the other emphasizes sustainability.",converged,diverged,juxtaposed,exacerbated,B,"Diverged (tách ra, đi theo hướng khác) là từ chính xác vì câu nói về sự khác biệt giữa hai chính sách. Converged (hội tụ) có nghĩa ngược lại. Juxtaposed (đặt cạnh nhau) không phù hợp về mặt ngữ pháp. Exacerbated (làm trầm trọng) không liên quan.",2026-06-07T21:54:06.844122+00:00
Đồng nghĩa & Trái nghĩa theo ngữ cảnh,Synonyms & Antonyms in Context,28522e31-3296-54ea-8164-eebe7a02228b,fill_blank,advanced,The scandal _____ a series of investigations that ultimately led to the resignation of several government officials.,attenuated,precipitated,vindicated,ameliorated,B,Precipitated (gây ra đột ngột) là từ đúng vì nó mô tả việc bê bối kích hoạt một chuỗi sự kiện. Attenuated (làm yếu đi) và ameliorated (cải thiện) không phù hợp. Vindicated (bảo vệ danh dự) không đúng ngữ cảnh.,2026-06-07T21:54:06.844122+00:00
Đồng nghĩa & Trái nghĩa theo ngữ cảnh,Synonyms & Antonyms in Context,28522e31-3296-54ea-8164-eebe7a02228b,fill_blank,intermediate,"The witness's testimony _____ the defendant's claims of innocence, leading to his acquittal.",incriminated,obfuscated,vindicated,attenuated,C,Vindicated (chứng minh là đúng/vô tội) là từ chính xác vì nó mô tả việc bảo vệ danh dự của bị cáo. Incriminated (buộc tội) là trái nghĩa. Obfuscated (làm mờ đi) và attenuated (làm yếu đi) không phù hợp.,2026-06-07T21:54:06.844122+00:00
Đồng nghĩa & Trái nghĩa theo ngữ cảnh,Synonyms & Antonyms in Context,28522e31-3296-54ea-8164-eebe7a02228b,fill_blank,advanced,"The professor's explanation _____ the abstract concepts, making them accessible to undergraduate students.",obfuscated,elucidated,attenuated,curtailed,B,"Elucidated (làm sáng tỏ, giải thích rõ ràng) là từ đúng vì nó mô tả việc làm cho khái niệm dễ hiểu hơn. Obfuscated (làm mờ đi) là trái nghĩa. Attenuated (làm yếu đi) và curtailed (hạn chế) không phù hợp.",2026-06-07T21:54:06.844122+00:00
Đồng nghĩa & Trái nghĩa theo ngữ cảnh,Synonyms & Antonyms in Context,28522e31-3296-54ea-8164-eebe7a02228b,antonym,advanced,Which pair of words represents the strongest antonymic relationship in the context of policy-making?,bolster and undermine,exacerbate and amplify,proliferate and diverge,juxtapose and converge,A,Bolster (tăng cường) và undermine (làm suy yếu) là cặp trái nghĩa mạnh nhất trong bối cảnh chính sách. Exacerbate (làm trầm trọng) và amplify (tăng cường) không phải trái nghĩa hoàn toàn. Proliferate (nhân rộng) và diverge (tách ra) không phải trái nghĩa. Juxtapose (đặt cạnh nhau) và converge (hội tụ) không phải trái nghĩa.,2026-06-07T21:54:06.844122+00:00
Sức khỏe tâm thần,Mental Health & Well-being,29594ab3-2099-5d08-bffc-bf1be79d87f8,fill_blank,basic,"_____ is the condition of our emotional, psychological, and social well-being that affects how we think, feel, and act.",Mental health,Physical fitness,Social media,Career development,A,"Mental health là khái niệm chính về tình trạng tâm lý, cảm xúc và xã hội của con người.",2026-06-04T06:55:14.184207+00:00
Sức khỏe tâm thần,Mental Health & Well-being,29594ab3-2099-5d08-bffc-bf1be79d87f8,synonym,basic,Which word is a synonym for 'anxiety disorder'?,Stress management,Panic attack,Mindfulness,Social resilience,B,Panic attack là một triệu chứng phổ biến của anxiety disorder (rối loạn lo âu).,2026-06-04T06:55:14.184207+00:00
Sức khỏe tâm thần,Mental Health & Well-being,29594ab3-2099-5d08-bffc-bf1be79d87f8,fill_blank,basic,Depression and _____ are both common mental health conditions that require professional help.,confidence,anxiety disorder,happiness,optimism,B,Depression và anxiety disorder là hai rối loạn tâm lý phổ biến cần can thiệp chuyên môn.,2026-06-04T06:55:14.184207+00:00
Sức khỏe tâm thần,Mental Health & Well-being,29594ab3-2099-5d08-bffc-bf1be79d87f8,antonym,intermediate,The opposite of 'mental exhaustion' is:,Tiredness,Burnout,Mental vitality,Stress,C,Mental vitality (sức sống tinh thần) là đối lập với mental exhaustion (sự kiệt sức tâm lý).,2026-06-04T06:55:14.184207+00:00
Sức khỏe tâm thần,Mental Health & Well-being,29594ab3-2099-5d08-bffc-bf1be79d87f8,meaning,basic,What does 'cope with' mean in the context of mental health?,To ignore emotional problems,To deal with or manage difficulties,To create more stress,To avoid seeking help,B,"'Cope with' có nghĩa là đối phó hoặc quản lý những khó khăn, không phải tránh né hay bỏ qua.",2026-06-04T06:55:14.184207+00:00
Sức khỏe tâm thần,Mental Health & Well-being,29594ab3-2099-5d08-bffc-bf1be79d87f8,fill_blank,intermediate,"Students who experience _____ often feel overwhelmed, exhausted, and unable to cope with academic pressures.",mindfulness training,burnout,emotional intelligence,therapeutic intervention,B,"Burnout là tình trạng kiệt sức tâm lý do căng thẳng kéo dài, phù hợp với mô tả về học sinh quá tải.",2026-06-04T06:55:14.184207+00:00
Sức khỏe tâm thần,Mental Health & Well-being,29594ab3-2099-5d08-bffc-bf1be79d87f8,collocation,intermediate,Which collocation is correct?,Manage stress,Stress management,Both A and B are correct,Neither A nor B is correct,C,Cả 'manage stress' (v + n) và 'stress management' (n + n) đều là những cách dùng chính xác.,2026-06-04T06:55:14.184207+00:00
Sức khỏe tâm thần,Mental Health & Well-being,29594ab3-2099-5d08-bffc-bf1be79d87f8,fill_blank,intermediate,Practicing _____ meditation can help reduce anxiety and improve emotional regulation.,mindfulness,depression,exhaustion,isolation,A,Mindfulness meditation (thiền chánh niệm) là một kỹ thuật được chứng minh có thể giảm lo âu và cải thiện điều tiết cảm xúc.,2026-06-04T06:55:14.184207+00:00
Sức khỏe tâm thần,Mental Health & Well-being,29594ab3-2099-5d08-bffc-bf1be79d87f8,word_form,intermediate,The noun form of 'resilient' in the context of mental health is:,Resilience,Mental resilience,Resilient nature,Both A and B are acceptable,D,"Cả 'resilience' và 'mental resilience' đều là dạng danh từ chính xác, với mental resilience (khả năng phục hồi tinh thần) cụ thể hơn.",2026-06-04T06:55:14.184207+00:00
Sức khỏe tâm thần,Mental Health & Well-being,29594ab3-2099-5d08-bffc-bf1be79d87f8,fill_blank,intermediate,It's important to _____ about your feelings to someone you trust rather than keeping them bottled up.,break down,open up,stress out,burn out,B,"'Open up' có nghĩa là chia sẻ cảm xúc, trong khi 'break down' có nghĩa là suy sụp (thường liên quan đến việc mất kiểm soát cảm xúc).",2026-06-04T06:55:14.184207+00:00
Sức khỏe tâm thần,Mental Health & Well-being,29594ab3-2099-5d08-bffc-bf1be79d87f8,fill_blank,intermediate,"When someone experiences a mental crisis and begins to cry uncontrollably, we might say they are starting to _____.",open up,break down,cope with,manage,B,"'Break down' mô tả sự suy sụp tâm lý với sự mất kiểm soát cảm xúc (khóc, hoảng loạn).",2026-06-04T06:55:14.184207+00:00
Sức khỏe tâm thần,Mental Health & Well-being,29594ab3-2099-5d08-bffc-bf1be79d87f8,fill_blank,advanced,_____ is the ability to understand and manage both your own emotions and those of others.,Self-esteem,Social isolation,Emotional intelligence,Mental exhaustion,C,Emotional intelligence là khả năng hiểu và quản lý cảm xúc của bản thân và người khác.,2026-06-04T06:55:14.184207+00:00
Sức khỏe tâm thần,Mental Health & Well-being,29594ab3-2099-5d08-bffc-bf1be79d87f8,meaning,advanced,Which situation would most likely lead to 'social isolation'?,Attending social events regularly,Having difficulty connecting with others and withdrawing from social activities,Developing strong emotional intelligence,Practicing mindfulness daily,B,Social isolation (cô lập xã hội) xảy ra khi người ta tự rút lui khỏi hoạt động xã hội và khó kết nối với người khác.,2026-06-04T06:55:14.184207+00:00
Sức khỏe tâm thần,Mental Health & Well-being,29594ab3-2099-5d08-bffc-bf1be79d87f8,fill_blank,advanced,"The term '_____ intervention' refers to professional treatment methods such as counseling, therapy, or behavioral techniques used to address mental health issues.",Medical,Therapeutic,Educational,Preventive,B,Therapeutic intervention là các phương pháp điều trị chuyên nghiệp để giải quyết vấn đề sức khỏe tâm thần.,2026-06-04T06:55:14.184207+00:00
Sức khỏe tâm thần,Mental Health & Well-being,29594ab3-2099-5d08-bffc-bf1be79d87f8,meaning,advanced,"According to psychological research, which factor is NOT typically a component of maintaining good mental health?",Developing mental resilience and coping strategies,Building self-esteem and confidence,Avoiding all forms of stress and pressure,Practicing emotional intelligence in relationships,C,"Tránh hoàn toàn căng thẳng là không thực tế và không khuyến khích. Sức khỏe tâm thần đúng là phát triển khả năng đối phó với căng thẳng, không phải tránh nó hoàn toàn.",2026-06-04T06:55:14.184207+00:00
Sức khỏe tâm thần,Mental Health & Well-being,29594ab3-2099-5d08-bffc-bf1be79d87f8,meaning,intermediate,Which of the following best describes rumination in the context of mental health?,A temporary feeling of sadness that resolves within hours,"Repetitive, unproductive thinking focused on negative thoughts without reaching resolution",A physical exercise technique used to improve mood,The process of sharing emotions with a trusted friend,B,"Rumination là sự suy nghĩ lặp đi lặp lại về những vấn đề tiêu cực mà không tìm được giải pháp. Đáp án A sai vì nó chỉ là cảm xúc tạm thời. Đáp án C sai vì rumination không phải là bài tập thể chất. Đáp án D sai vì nó là hành động chia sẻ, không phải suy nghĩ lặp lại.",2026-06-07T21:55:16.717632+00:00
